# EVEMU 1.3
# Kernel: 5.15.38-1-MANJARO
# DMI: dmi:bvnDellInc.:bvr1.15.0:bd12/09/2021:br1.15:svnDellInc.:pnXPS157590:pvr:rvnDellInc.:rn0VYV0G:rvrA00:cvnDellInc.:ct10:cvr:sku0905:
# Input device name: "SYNA2393:00 06CB:7A13 Touchpad"
# Input device ID: bus 0x18 vendor 0x6cb product 0x7a13 version 0x100
# Size in mm: 102x77
# Supported events:
#   Event type 0 (EV_SYN)
#     Event code 0 (SYN_REPORT)
#     Event code 1 (SYN_CONFIG)
#     Event code 2 (SYN_MT_REPORT)
#     Event code 3 (SYN_DROPPED)
#     Event code 4 ((null))
#     Event code 5 ((null))
#     Event code 6 ((null))
#     Event code 7 ((null))
#     Event code 8 ((null))
#     Event code 9 ((null))
#     Event code 10 ((null))
#     Event code 11 ((null))
#     Event code 12 ((null))
#     Event code 13 ((null))
#     Event code 14 ((null))
#     Event code 15 (SYN_MAX)
#   Event type 1 (EV_KEY)
#     Event code 272 (BTN_LEFT)
#     Event code 325 (BTN_TOOL_FINGER)
#     Event code 328 (BTN_TOOL_QUINTTAP)
#     Event code 330 (BTN_TOUCH)
#     Event code 333 (BTN_TOOL_DOUBLETAP)
#     Event code 334 (BTN_TOOL_TRIPLETAP)
#     Event code 335 (BTN_TOOL_QUADTAP)
#   Event type 3 (EV_ABS)
#     Event code 0 (ABS_X)
#       Value      749
#       Min          0
#       Max       1228
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 1 (ABS_Y)
#       Value      115
#       Min          0
#       Max        928
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 47 (ABS_MT_SLOT)
#       Value        0
#       Min          0
#       Max          4
#       Fuzz         0
#       Flat         0
#       Resolution   0
#     Event code 53 (ABS_MT_POSITION_X)
#       Value        0
#       Min          0
#       Max       1228
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 54 (ABS_MT_POSITION_Y)
#       Value        0
#       Min          0
#       Max        928
#       Fuzz         0
#       Flat         0
#       Resolution  12
#     Event code 55 (ABS_MT_TOOL_TYPE)
#       Value        0
#       Min          0
#       Max          2
#       Fuzz         0
#       Flat         0
#       Resolution   0
#     Event code 57 (ABS_MT_TRACKING_ID)
#       Value        0
#       Min          0
#       Max      65535
#       Fuzz         0
#       Flat         0
#       Resolution   0
#   Event type 4 (EV_MSC)
#     Event code 5 (MSC_TIMESTAMP)
# Properties:
#   Property  type 0 (INPUT_PROP_POINTER)
#   Property  type 2 (INPUT_PROP_BUTTONPAD)
N: SYNA2393:00 06CB:7A13 Touchpad
I: 0018 06cb 7a13 0100
P: 05 00 00 00 00 00 00 00
E: 0.512413 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.519888 0004 0005 518300	# EV_MSC / MSC_TIMESTAMP        518300
E: 0.519888 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.526817 0003 0035 0781	# EV_ABS / ABS_MT_POSITION_X    781
E: 0.526817 0003 0000 0781	# EV_ABS / ABS_X                781
E: 0.526817 0004 0005 525600	# EV_MSC / MSC_TIMESTAMP        525600
E: 0.526817 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.534182 0003 0035 0782	# EV_ABS / ABS_MT_POSITION_X    782
E: 0.534182 0003 0000 0782	# EV_ABS / ABS_X                782
E: 0.534182 0004 0005 532900	# EV_MSC / MSC_TIMESTAMP        532900
E: 0.534182 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.541465 0003 0035 0784	# EV_ABS / ABS_MT_POSITION_X    784
E: 0.541465 0003 0000 0784	# EV_ABS / ABS_X                784
E: 0.541465 0004 0005 540200	# EV_MSC / MSC_TIMESTAMP        540200
E: 0.541465 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.548832 0003 0035 0787	# EV_ABS / ABS_MT_POSITION_X    787
E: 0.548832 0003 0000 0787	# EV_ABS / ABS_X                787
E: 0.548832 0004 0005 547500	# EV_MSC / MSC_TIMESTAMP        547500
E: 0.548832 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.556495 0003 0035 0790	# EV_ABS / ABS_MT_POSITION_X    790
E: 0.556495 0003 0036 0306	# EV_ABS / ABS_MT_POSITION_Y    306
E: 0.556495 0003 0000 0790	# EV_ABS / ABS_X                790
E: 0.556495 0003 0001 0306	# EV_ABS / ABS_Y                306
E: 0.556495 0004 0005 554800	# EV_MSC / MSC_TIMESTAMP        554800
E: 0.556495 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.563386 0003 0035 0793	# EV_ABS / ABS_MT_POSITION_X    793
E: 0.563386 0003 0036 0307	# EV_ABS / ABS_MT_POSITION_Y    307
E: 0.563386 0003 0000 0793	# EV_ABS / ABS_X                793
E: 0.563386 0003 0001 0307	# EV_ABS / ABS_Y                307
E: 0.563386 0004 0005 562100	# EV_MSC / MSC_TIMESTAMP        562100
E: 0.563386 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.570774 0003 0035 0797	# EV_ABS / ABS_MT_POSITION_X    797
E: 0.570774 0003 0000 0797	# EV_ABS / ABS_X                797
E: 0.570774 0004 0005 569400	# EV_MSC / MSC_TIMESTAMP        569400
E: 0.570774 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.578065 0003 0035 0800	# EV_ABS / ABS_MT_POSITION_X    800
E: 0.578065 0003 0000 0800	# EV_ABS / ABS_X                800
E: 0.578065 0004 0005 576700	# EV_MSC / MSC_TIMESTAMP        576700
E: 0.578065 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.585389 0003 0035 0803	# EV_ABS / ABS_MT_POSITION_X    803
E: 0.585389 0003 0000 0803	# EV_ABS / ABS_X                803
E: 0.585389 0004 0005 584000	# EV_MSC / MSC_TIMESTAMP        584000
E: 0.585389 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.592643 0003 0035 0807	# EV_ABS / ABS_MT_POSITION_X    807
E: 0.592643 0003 0036 0306	# EV_ABS / ABS_MT_POSITION_Y    306
E: 0.592643 0003 0000 0807	# EV_ABS / ABS_X                807
E: 0.592643 0003 0001 0306	# EV_ABS / ABS_Y                306
E: 0.592643 0004 0005 591300	# EV_MSC / MSC_TIMESTAMP        591300
E: 0.592643 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.599888 0003 0035 0810	# EV_ABS / ABS_MT_POSITION_X    810
E: 0.599888 0003 0000 0810	# EV_ABS / ABS_X                810
E: 0.599888 0004 0005 598600	# EV_MSC / MSC_TIMESTAMP        598600
E: 0.599888 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.607316 0003 0035 0813	# EV_ABS / ABS_MT_POSITION_X    813
E: 0.607316 0003 0036 0305	# EV_ABS / ABS_MT_POSITION_Y    305
E: 0.607316 0003 0000 0813	# EV_ABS / ABS_X                813
E: 0.607316 0003 0001 0305	# EV_ABS / ABS_Y                305
E: 0.607316 0004 0005 605900	# EV_MSC / MSC_TIMESTAMP        605900
E: 0.607316 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.614607 0003 0035 0816	# EV_ABS / ABS_MT_POSITION_X    816
E: 0.614607 0003 0036 0304	# EV_ABS / ABS_MT_POSITION_Y    304
E: 0.614607 0003 0000 0816	# EV_ABS / ABS_X                816
E: 0.614607 0003 0001 0304	# EV_ABS / ABS_Y                304
E: 0.614607 0004 0005 613200	# EV_MSC / MSC_TIMESTAMP        613200
E: 0.614607 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.621935 0003 0035 0819	# EV_ABS / ABS_MT_POSITION_X    819
E: 0.621935 0003 0036 0303	# EV_ABS / ABS_MT_POSITION_Y    303
E: 0.621935 0003 0000 0819	# EV_ABS / ABS_X                819
E: 0.621935 0003 0001 0303	# EV_ABS / ABS_Y                303
E: 0.621935 0004 0005 620500	# EV_MSC / MSC_TIMESTAMP        620500
E: 0.621935 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.629260 0003 0035 0821	# EV_ABS / ABS_MT_POSITION_X    821
E: 0.629260 0003 0036 0302	# EV_ABS / ABS_MT_POSITION_Y    302
E: 0.629260 0003 0000 0821	# EV_ABS / ABS_X                821
E: 0.629260 0003 0001 0302	# EV_ABS / ABS_Y                302
E: 0.629260 0004 0005 627800	# EV_MSC / MSC_TIMESTAMP        627800
E: 0.629260 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.636551 0003 0035 0823	# EV_ABS / ABS_MT_POSITION_X    823
E: 0.636551 0003 0036 0301	# EV_ABS / ABS_MT_POSITION_Y    301
E: 0.636551 0003 0000 0823	# EV_ABS / ABS_X                823
E: 0.636551 0003 0001 0301	# EV_ABS / ABS_Y                301
E: 0.636551 0004 0005 635100	# EV_MSC / MSC_TIMESTAMP        635100
E: 0.636551 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.643824 0003 0035 0824	# EV_ABS / ABS_MT_POSITION_X    824
E: 0.643824 0003 0036 0300	# EV_ABS / ABS_MT_POSITION_Y    300
E: 0.643824 0003 0000 0824	# EV_ABS / ABS_X                824
E: 0.643824 0003 0001 0300	# EV_ABS / ABS_Y                300
E: 0.643824 0004 0005 642400	# EV_MSC / MSC_TIMESTAMP        642400
E: 0.643824 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.651104 0003 0035 0825	# EV_ABS / ABS_MT_POSITION_X    825
E: 0.651104 0003 0036 0299	# EV_ABS / ABS_MT_POSITION_Y    299
E: 0.651104 0003 0000 0825	# EV_ABS / ABS_X                825
E: 0.651104 0003 0001 0299	# EV_ABS / ABS_Y                299
E: 0.651104 0004 0005 649700	# EV_MSC / MSC_TIMESTAMP        649700
E: 0.651104 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.658390 0003 0035 0826	# EV_ABS / ABS_MT_POSITION_X    826
E: 0.658390 0003 0000 0826	# EV_ABS / ABS_X                826
E: 0.658390 0004 0005 657000	# EV_MSC / MSC_TIMESTAMP        657000
E: 0.658390 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.665669 0003 0035 0827	# EV_ABS / ABS_MT_POSITION_X    827
E: 0.665669 0003 0000 0827	# EV_ABS / ABS_X                827
E: 0.665669 0004 0005 664300	# EV_MSC / MSC_TIMESTAMP        664300
E: 0.665669 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.673010 0003 0035 0828	# EV_ABS / ABS_MT_POSITION_X    828
E: 0.673010 0003 0000 0828	# EV_ABS / ABS_X                828
E: 0.673010 0004 0005 671600	# EV_MSC / MSC_TIMESTAMP        671600
E: 0.673010 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.680386 0003 0035 0829	# EV_ABS / ABS_MT_POSITION_X    829
E: 0.680386 0003 0036 0298	# EV_ABS / ABS_MT_POSITION_Y    298
E: 0.680386 0003 0000 0829	# EV_ABS / ABS_X                829
E: 0.680386 0003 0001 0298	# EV_ABS / ABS_Y                298
E: 0.680386 0004 0005 678900	# EV_MSC / MSC_TIMESTAMP        678900
E: 0.680386 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.688051 0003 0035 0830	# EV_ABS / ABS_MT_POSITION_X    830
E: 0.688051 0003 0036 0297	# EV_ABS / ABS_MT_POSITION_Y    297
E: 0.688051 0003 0000 0830	# EV_ABS / ABS_X                830
E: 0.688051 0003 0001 0297	# EV_ABS / ABS_Y                297
E: 0.688051 0004 0005 686200	# EV_MSC / MSC_TIMESTAMP        686200
E: 0.688051 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.695028 0003 0035 0832	# EV_ABS / ABS_MT_POSITION_X    832
E: 0.695028 0003 0036 0296	# EV_ABS / ABS_MT_POSITION_Y    296
E: 0.695028 0003 0000 0832	# EV_ABS / ABS_X                832
E: 0.695028 0003 0001 0296	# EV_ABS / ABS_Y                296
E: 0.695028 0004 0005 693500	# EV_MSC / MSC_TIMESTAMP        693500
E: 0.695028 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.702767 0003 0035 0834	# EV_ABS / ABS_MT_POSITION_X    834
E: 0.702767 0003 0036 0295	# EV_ABS / ABS_MT_POSITION_Y    295
E: 0.702767 0003 0000 0834	# EV_ABS / ABS_X                834
E: 0.702767 0003 0001 0295	# EV_ABS / ABS_Y                295
E: 0.702767 0004 0005 700800	# EV_MSC / MSC_TIMESTAMP        700800
E: 0.702767 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.709643 0003 0035 0837	# EV_ABS / ABS_MT_POSITION_X    837
E: 0.709643 0003 0036 0294	# EV_ABS / ABS_MT_POSITION_Y    294
E: 0.709643 0003 0000 0837	# EV_ABS / ABS_X                837
E: 0.709643 0003 0001 0294	# EV_ABS / ABS_Y                294
E: 0.709643 0004 0005 708100	# EV_MSC / MSC_TIMESTAMP        708100
E: 0.709643 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.716947 0003 0035 0840	# EV_ABS / ABS_MT_POSITION_X    840
E: 0.716947 0003 0036 0293	# EV_ABS / ABS_MT_POSITION_Y    293
E: 0.716947 0003 0000 0840	# EV_ABS / ABS_X                840
E: 0.716947 0003 0001 0293	# EV_ABS / ABS_Y                293
E: 0.716947 0004 0005 715400	# EV_MSC / MSC_TIMESTAMP        715400
E: 0.716947 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.724302 0003 0035 0843	# EV_ABS / ABS_MT_POSITION_X    843
E: 0.724302 0003 0036 0292	# EV_ABS / ABS_MT_POSITION_Y    292
E: 0.724302 0003 0000 0843	# EV_ABS / ABS_X                843
E: 0.724302 0003 0001 0292	# EV_ABS / ABS_Y                292
E: 0.724302 0004 0005 722700	# EV_MSC / MSC_TIMESTAMP        722700
E: 0.724302 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.731589 0003 0035 0846	# EV_ABS / ABS_MT_POSITION_X    846
E: 0.731589 0003 0036 0291	# EV_ABS / ABS_MT_POSITION_Y    291
E: 0.731589 0003 0000 0846	# EV_ABS / ABS_X                846
E: 0.731589 0003 0001 0291	# EV_ABS / ABS_Y                291
E: 0.731589 0004 0005 730000	# EV_MSC / MSC_TIMESTAMP        730000
E: 0.731589 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.738843 0003 0035 0850	# EV_ABS / ABS_MT_POSITION_X    850
E: 0.738843 0003 0036 0290	# EV_ABS / ABS_MT_POSITION_Y    290
E: 0.738843 0003 0000 0850	# EV_ABS / ABS_X                850
E: 0.738843 0003 0001 0290	# EV_ABS / ABS_Y                290
E: 0.738843 0004 0005 737300	# EV_MSC / MSC_TIMESTAMP        737300
E: 0.738843 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.746246 0003 0035 0854	# EV_ABS / ABS_MT_POSITION_X    854
E: 0.746246 0003 0036 0289	# EV_ABS / ABS_MT_POSITION_Y    289
E: 0.746246 0003 0000 0854	# EV_ABS / ABS_X                854
E: 0.746246 0003 0001 0289	# EV_ABS / ABS_Y                289
E: 0.746246 0004 0005 744600	# EV_MSC / MSC_TIMESTAMP        744600
E: 0.746246 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.753492 0003 0035 0857	# EV_ABS / ABS_MT_POSITION_X    857
E: 0.753492 0003 0036 0288	# EV_ABS / ABS_MT_POSITION_Y    288
E: 0.753492 0003 0000 0857	# EV_ABS / ABS_X                857
E: 0.753492 0003 0001 0288	# EV_ABS / ABS_Y                288
E: 0.753492 0004 0005 751900	# EV_MSC / MSC_TIMESTAMP        751900
E: 0.753492 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.760788 0003 0035 0860	# EV_ABS / ABS_MT_POSITION_X    860
E: 0.760788 0003 0036 0287	# EV_ABS / ABS_MT_POSITION_Y    287
E: 0.760788 0003 0000 0860	# EV_ABS / ABS_X                860
E: 0.760788 0003 0001 0287	# EV_ABS / ABS_Y                287
E: 0.760788 0004 0005 759200	# EV_MSC / MSC_TIMESTAMP        759200
E: 0.760788 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.768107 0003 0035 0863	# EV_ABS / ABS_MT_POSITION_X    863
E: 0.768107 0003 0036 0286	# EV_ABS / ABS_MT_POSITION_Y    286
E: 0.768107 0003 0000 0863	# EV_ABS / ABS_X                863
E: 0.768107 0003 0001 0286	# EV_ABS / ABS_Y                286
E: 0.768107 0004 0005 766500	# EV_MSC / MSC_TIMESTAMP        766500
E: 0.768107 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.775436 0003 0035 0866	# EV_ABS / ABS_MT_POSITION_X    866
E: 0.775436 0003 0000 0866	# EV_ABS / ABS_X                866
E: 0.775436 0004 0005 773800	# EV_MSC / MSC_TIMESTAMP        773800
E: 0.775436 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.782719 0003 0035 0868	# EV_ABS / ABS_MT_POSITION_X    868
E: 0.782719 0003 0036 0285	# EV_ABS / ABS_MT_POSITION_Y    285
E: 0.782719 0003 0000 0868	# EV_ABS / ABS_X                868
E: 0.782719 0003 0001 0285	# EV_ABS / ABS_Y                285
E: 0.782719 0004 0005 781100	# EV_MSC / MSC_TIMESTAMP        781100
E: 0.782719 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.790090 0003 0035 0870	# EV_ABS / ABS_MT_POSITION_X    870
E: 0.790090 0003 0000 0870	# EV_ABS / ABS_X                870
E: 0.790090 0004 0005 788400	# EV_MSC / MSC_TIMESTAMP        788400
E: 0.790090 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.797350 0003 0035 0873	# EV_ABS / ABS_MT_POSITION_X    873
E: 0.797350 0003 0036 0284	# EV_ABS / ABS_MT_POSITION_Y    284
E: 0.797350 0003 0000 0873	# EV_ABS / ABS_X                873
E: 0.797350 0003 0001 0284	# EV_ABS / ABS_Y                284
E: 0.797350 0004 0005 795700	# EV_MSC / MSC_TIMESTAMP        795700
E: 0.797350 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.804729 0003 0035 0875	# EV_ABS / ABS_MT_POSITION_X    875
E: 0.804729 0003 0000 0875	# EV_ABS / ABS_X                875
E: 0.804729 0004 0005 803000	# EV_MSC / MSC_TIMESTAMP        803000
E: 0.804729 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.812033 0003 0035 0877	# EV_ABS / ABS_MT_POSITION_X    877
E: 0.812033 0003 0000 0877	# EV_ABS / ABS_X                877
E: 0.812033 0004 0005 810300	# EV_MSC / MSC_TIMESTAMP        810300
E: 0.812033 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.819378 0003 0035 0879	# EV_ABS / ABS_MT_POSITION_X    879
E: 0.819378 0003 0000 0879	# EV_ABS / ABS_X                879
E: 0.819378 0004 0005 817600	# EV_MSC / MSC_TIMESTAMP        817600
E: 0.819378 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.826616 0003 0035 0880	# EV_ABS / ABS_MT_POSITION_X    880
E: 0.826616 0003 0000 0880	# EV_ABS / ABS_X                880
E: 0.826616 0004 0005 824900	# EV_MSC / MSC_TIMESTAMP        824900
E: 0.826616 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.833968 0003 0035 0881	# EV_ABS / ABS_MT_POSITION_X    881
E: 0.833968 0003 0000 0881	# EV_ABS / ABS_X                881
E: 0.833968 0004 0005 832200	# EV_MSC / MSC_TIMESTAMP        832200
E: 0.833968 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.841243 0003 0035 0882	# EV_ABS / ABS_MT_POSITION_X    882
E: 0.841243 0003 0000 0882	# EV_ABS / ABS_X                882
E: 0.841243 0004 0005 839500	# EV_MSC / MSC_TIMESTAMP        839500
E: 0.841243 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.848611 0003 0035 0883	# EV_ABS / ABS_MT_POSITION_X    883
E: 0.848611 0003 0000 0883	# EV_ABS / ABS_X                883
E: 0.848611 0004 0005 846800	# EV_MSC / MSC_TIMESTAMP        846800
E: 0.848611 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.855877 0003 0035 0884	# EV_ABS / ABS_MT_POSITION_X    884
E: 0.855877 0003 0000 0884	# EV_ABS / ABS_X                884
E: 0.855877 0004 0005 854100	# EV_MSC / MSC_TIMESTAMP        854100
E: 0.855877 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.863198 0004 0005 861400	# EV_MSC / MSC_TIMESTAMP        861400
E: 0.863198 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.870505 0003 0035 0885	# EV_ABS / ABS_MT_POSITION_X    885
E: 0.870505 0003 0000 0885	# EV_ABS / ABS_X                885
E: 0.870505 0004 0005 868700	# EV_MSC / MSC_TIMESTAMP        868700
E: 0.870505 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.877859 0004 0005 876000	# EV_MSC / MSC_TIMESTAMP        876000
E: 0.877859 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.885149 0003 0035 0886	# EV_ABS / ABS_MT_POSITION_X    886
E: 0.885149 0003 0000 0886	# EV_ABS / ABS_X                886
E: 0.885149 0004 0005 883300	# EV_MSC / MSC_TIMESTAMP        883300
E: 0.885149 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.892473 0004 0005 890600	# EV_MSC / MSC_TIMESTAMP        890600
E: 0.892473 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.899812 0004 0005 897900	# EV_MSC / MSC_TIMESTAMP        897900
E: 0.899812 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.907074 0004 0005 905200	# EV_MSC / MSC_TIMESTAMP        905200
E: 0.907074 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.914395 0003 0035 0887	# EV_ABS / ABS_MT_POSITION_X    887
E: 0.914395 0003 0000 0887	# EV_ABS / ABS_X                887
E: 0.914395 0004 0005 912500	# EV_MSC / MSC_TIMESTAMP        912500
E: 0.914395 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.921775 0004 0005 919800	# EV_MSC / MSC_TIMESTAMP        919800
E: 0.921775 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.929086 0003 0035 0888	# EV_ABS / ABS_MT_POSITION_X    888
E: 0.929086 0003 0000 0888	# EV_ABS / ABS_X                888
E: 0.929086 0004 0005 927100	# EV_MSC / MSC_TIMESTAMP        927100
E: 0.929086 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.936457 0004 0005 934400	# EV_MSC / MSC_TIMESTAMP        934400
E: 0.936457 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.943762 0004 0005 941700	# EV_MSC / MSC_TIMESTAMP        941700
E: 0.943762 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.951083 0004 0005 949000	# EV_MSC / MSC_TIMESTAMP        949000
E: 0.951083 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.958394 0004 0005 956300	# EV_MSC / MSC_TIMESTAMP        956300
E: 0.958394 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.966208 0004 0005 963600	# EV_MSC / MSC_TIMESTAMP        963600
E: 0.966208 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 0.973030 0004 0005 970900	# EV_MSC / MSC_TIMESTAMP        970900
E: 0.973030 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.980334 0004 0005 978200	# EV_MSC / MSC_TIMESTAMP        978200
E: 0.980334 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.987643 0004 0005 985500	# EV_MSC / MSC_TIMESTAMP        985500
E: 0.987643 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 0.994967 0004 0005 992800	# EV_MSC / MSC_TIMESTAMP        992800
E: 0.994967 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.002660 0004 0005 1000100	# EV_MSC / MSC_TIMESTAMP        1000100
E: 1.002660 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.009648 0004 0005 1007400	# EV_MSC / MSC_TIMESTAMP        1007400
E: 1.009648 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.016940 0004 0005 1014700	# EV_MSC / MSC_TIMESTAMP        1014700
E: 1.016940 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.024311 0004 0005 1022000	# EV_MSC / MSC_TIMESTAMP        1022000
E: 1.024311 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.031654 0004 0005 1029300	# EV_MSC / MSC_TIMESTAMP        1029300
E: 1.031654 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.038932 0004 0005 1036600	# EV_MSC / MSC_TIMESTAMP        1036600
E: 1.038932 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.047052 0003 0035 0889	# EV_ABS / ABS_MT_POSITION_X    889
E: 1.047052 0003 0000 0889	# EV_ABS / ABS_X                889
E: 1.047052 0004 0005 1043900	# EV_MSC / MSC_TIMESTAMP        1043900
E: 1.047052 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +9ms
E: 1.054161 0003 002f 0001	# EV_ABS / ABS_MT_SLOT          1
E: 1.054161 0003 0039 8850	# EV_ABS / ABS_MT_TRACKING_ID   8850
E: 1.054161 0003 0035 0448	# EV_ABS / ABS_MT_POSITION_X    448
E: 1.054161 0003 0036 0749	# EV_ABS / ABS_MT_POSITION_Y    749
E: 1.054161 0001 0145 0000	# EV_KEY / BTN_TOOL_FINGER      0
E: 1.054161 0001 014d 0001	# EV_KEY / BTN_TOOL_DOUBLETAP   1
E: 1.054161 0004 0005 1051200	# EV_MSC / MSC_TIMESTAMP        1051200
E: 1.054161 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.061684 0004 0005 1058500	# EV_MSC / MSC_TIMESTAMP        1058500
E: 1.061684 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.069181 0004 0005 1065800	# EV_MSC / MSC_TIMESTAMP        1065800
E: 1.069181 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
E: 1.076310 0004 0005 1073100	# EV_MSC / MSC_TIMESTAMP        1073100
E: 1.076310 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.083615 0004 0005 1080400	# EV_MSC / MSC_TIMESTAMP        1080400
E: 1.083615 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.090985 0004 0005 1087700	# EV_MSC / MSC_TIMESTAMP        1087700
E: 1.090985 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +7ms
E: 1.098316 0004 0005 1095000	# EV_MSC / MSC_TIMESTAMP        1095000
E: 1.098316 0000 0000 0000	# ------------ SYN_REPORT (0) ---------- +8ms
